model,modification,original_mean_f1,modified_mean_f1,mean_f1_pct_change,original_micro_f1,modified_micro_f1,micro_f1_pct_change,p_value,significance
GPT2,capitalization,0.6137335115864527,0.42520966615084255,-30.717541388328446,"{'micro_f1': 0.7117117117117118, 'PRODUCT': {'f1': 0.6037735849056605, 'support': 25}, 'PERSON': {'f1': 0.7764705882352942, 'support': 41}, 'OTHER': {'f1': 0.46428571428571425, 'support': 31}, 'LOCATION': {'f1': 0.8468468468468469, 'support': 53}, 'ORGANIZATION': {'f1': 0.7234042553191489, 'support': 51}, 'EVENT': {'f1': 0.8571428571428571, 'support': 8}, 'ART': {'f1': 0.4, 'support': 6}, 'BUILDING': {'f1': 0.7999999999999999, 'support': 8}, 'S.J.V.PERSON': {'f1': 0.0, 'support': 1}, 'support': 224}","{'micro_f1': 0.586046511627907, 'PRODUCT': {'f1': 0.49056603773584906, 'support': 24}, 'PERSON': {'f1': 0.5753424657534246, 'support': 41}, 'OTHER': {'f1': 0.39344262295081966, 'support': 30}, 'LOCATION': {'f1': 0.8037383177570092, 'support': 52}, 'EVENT': {'f1': 0.625, 'support': 8}, 'ORGANIZATION': {'f1': 0.6086956521739131, 'support': 51}, 'BUILDING': {'f1': 0.16666666666666666, 'support': 8}, 'ART': {'f1': 0.4, 'support': 6}, 'S.J.V.PERSON': {'f1': 0.0, 'support': 1}, 'support': 221}",-17.65675596114219,1.3040227564012582e-07,**
GPT2,coordinating_conjunction,0.593272718923635,0.5990708046232588,0.9773052956392777,"{'micro_f1': 0.6480446927374302, 'PERSON': {'f1': 0.6785714285714286, 'support': 29}, 'LOCATION': {'f1': 0.7843137254901961, 'support': 72}, 'PRODUCT': {'f1': 0.5217391304347826, 'support': 12}, 'BUILDING': {'f1': 0.5, 'support': 4}, 'ORGANIZATION': {'f1': 0.5121951219512195, 'support': 42}, 'OTHER': {'f1': 0.4, 'support': 7}, 'EVENT': {'f1': 0.7499999999999999, 'support': 5}, 'ART': {'f1': 0.33333333333333337, 'support': 1}, 'LOCATIONN': {'f1': 0.0, 'support': 2}, 'support': 174}","{'micro_f1': 0.6600496277915633, 'PERSON': {'f1': 0.6779661016949152, 'support': 31}, 'LOCATION': {'f1': 0.8068181818181818, 'support': 83}, 'PRODUCT': {'f1': 0.689655172413793, 'support': 15}, 'BUILDING': {'f1': 0.28571428571428575, 'support': 4}, 'ORGANIZATION': {'f1': 0.47727272727272724, 'support': 45}, 'OTHER': {'f1': 0.4166666666666667, 'support': 9}, 'EVENT': {'f1': 0.8, 'support': 6}, 'LOCATION-BASED': {'f1': 0.0, 'support': 2}, 'ART': {'f1': 0.4, 'support': 1}, 'LOCATIONN': {'f1': 0.0, 'support': 2}, 'NON-ENTITY': {'f1': 0.0, 'support': 1}, 'support': 199}",1.8524856678360617,0.3755765622885221,ns
GPT2,length_bias,0.4827365728900256,0.48563664596273287,0.6007568590349931,"{'micro_f1': 0.6652078774617067, 'ART': {'f1': 0.7857142857142856, 'support': 13}, 'ORGANIZATION': {'f1': 0.6222222222222222, 'support': 74}, 'PERSON': {'f1': 0.7804878048780488, 'support': 42}, 'PRODUCT': {'f1': 0.5106382978723404, 'support': 23}, 'LOCATION': {'f1': 0.761904761904762, 'support': 57}, 'EVENT': {'f1': 0.28571428571428575, 'support': 5}, 'OTHER': {'f1': 0.20000000000000004, 'support': 10}, 'BUILDING': {'f1': 0.6666666666666666, 'support': 6}, 'support': 230}","{'micro_f1': 0.6710526315789473, 'ART': {'f1': 0.7857142857142856, 'support': 13}, 'ORGANIZATION': {'f1': 0.5909090909090908, 'support': 72}, 'PERSON': {'f1': 0.7317073170731706, 'support': 42}, 'PRODUCT': {'f1': 0.5, 'support': 23}, 'LOCATION': {'f1': 0.7839999999999999, 'support': 56}, 'EVENT': {'f1': 0.4000000000000001, 'support': 5}, 'OTHER': {'f1': 0.7058823529411764, 'support': 10}, 'BUILDING': {'f1': 0.7142857142857143, 'support': 6}, ""'OTHER"": {'f1': 0.0, 'support': 1}, 'NON-ORGANIZATION': {'f1': 0.0, 'support': 1}, ""'ORGANIZATION"": {'f1': 0.0, 'support': 2}, 'support': 231}",0.8786357340720266,0.8676071167755057,ns
GPT2,concept_replacement,0.5405025539627617,0.500255745792078,-7.44618279332988,"{'micro_f1': 0.6954813359528487, 'LOCATION': {'f1': 0.8, 'support': 71}, 'ORGANIZATION': {'f1': 0.624, 'support': 65}, 'PERSON': {'f1': 0.8139534883720929, 'support': 42}, 'ART': {'f1': 0.742857142857143, 'support': 14}, 'OTHER': {'f1': 0.4545454545454545, 'support': 21}, 'PRODUCT': {'f1': 0.5714285714285714, 'support': 21}, 'EVENT': {'f1': 0.5555555555555556, 'support': 11}, 'BUILDING': {'f1': 0.6666666666666665, 'support': 5}, 'support': 250}","{'micro_f1': 0.6693227091633466, 'LOCATION-BASED': {'f1': 0.0, 'support': 1}, 'LOCATION': {'f1': 0.7619047619047619, 'support': 69}, 'ORGANIZATION': {'f1': 0.6166666666666667, 'support': 65}, 'PERSON': {'f1': 0.7555555555555556, 'support': 42}, 'ART': {'f1': 0.8571428571428571, 'support': 14}, 'PRODUCT': {'f1': 0.5454545454545454, 'support': 21}, 'OTHER': {'f1': 0.42857142857142855, 'support': 21}, 'EVENT': {'f1': 0.5263157894736842, 'support': 11}, 'BUILDING': {'f1': 0.5454545454545454, 'support': 5}, 'support': 249}",-3.7612262813154143,0.15020363864738112,ns
GPT2,grammatical_role,0.5641054669403359,0.532593680042298,-5.58615165865266,"{'micro_f1': 0.6613861386138614, 'LOCATION': {'f1': 0.8045977011494253, 'support': 81}, 'ORGANIZATION': {'f1': 0.4901960784313726, 'support': 54}, 'PERSON': {'f1': 0.7321428571428573, 'support': 53}, 'OTHER': {'f1': 0.4, 'support': 12}, 'BUILDING': {'f1': 0.4444444444444445, 'support': 5}, ""'ORGANIZATION"": {'f1': 0.0, 'support': 1}, 'EVENT': {'f1': 0.3333333333333333, 'support': 8}, 'PRODUCT': {'f1': 0.5555555555555555, 'support': 19}, 'ART': {'f1': 0.8148148148148148, 'support': 13}, 'LOCATIONN': {'f1': 0.0, 'support': 2}, 'support': 248}","{'micro_f1': 0.657258064516129, 'LOCATION': {'f1': 0.7999999999999998, 'support': 80}, 'ORGANIZATION': {'f1': 0.5192307692307692, 'support': 55}, 'PERSON': {'f1': 0.7368421052631579, 'support': 53}, 'OTHER': {'f1': 0.4166666666666667, 'support': 7}, 'BUILDING': {'f1': 0.0, 'support': 5}, ""'ORGANIZATION"": {'f1': 0.0, 'support': 1}, 'EVENT': {'f1': 0.28571428571428575, 'support': 8}, 'PRODUCT': {'f1': 0.47058823529411764, 'support': 19}, 'LOCATION-BASED': {'f1': 0.0, 'support': 1}, 'ART': {'f1': 0.9166666666666666, 'support': 13}, 'LOCATIONN': {'f1': 0.0, 'support': 2}, 'support': 244}",-0.6241549159745118,0.5493541907410715,ns
GPT2,sentiment,0.5849424076109873,0.571637465037752,-2.274573086190667,"{'micro_f1': 0.7212020033388982, 'LOCATION': {'f1': 0.8117647058823529, 'support': 81}, 'ORGANIZATION': {'f1': 0.6363636363636364, 'support': 57}, 'PERSON': {'f1': 0.832214765100671, 'support': 71}, 'OTHER': {'f1': 0.48275862068965514, 'support': 31}, 'PRODUCT': {'f1': 0.5777777777777778, 'support': 23}, 'BUILDING': {'f1': 0.6666666666666665, 'support': 10}, 'EVENT': {'f1': 0.6428571428571429, 'support': 15}, 'ART': {'f1': 0.761904761904762, 'support': 12}, 'support': 300}","{'micro_f1': 0.7100000000000001, 'LOCATION': {'f1': 0.7790697674418605, 'support': 80}, 'ORGANIZATION': {'f1': 0.6422018348623854, 'support': 57}, 'PERSON': {'f1': 0.8211920529801324, 'support': 71}, 'OTHER': {'f1': 0.5, 'support': 31}, 'PRODUCT': {'f1': 0.5116279069767442, 'support': 23}, 'BUILDING': {'f1': 0.7368421052631577, 'support': 10}, 'EVENT': {'f1': 0.6428571428571429, 'support': 15}, 'ART': {'f1': 0.761904761904762, 'support': 12}, 'LOCATION-BASED': {'f1': 0.0, 'support': 1}, 'support': 300}",-1.553240740740731,0.3122341999396282,ns
GPT2,dialectal,0.4898848428260193,0.4513622345173147,-7.863604859966188,"{'micro_f1': 0.6769911504424778, 'PERSON': {'f1': 0.7522935779816513, 'support': 56}, 'ORGANIZATION': {'f1': 0.6078431372549019, 'support': 54}, 'PRODUCT': {'f1': 0.5405405405405405, 'support': 17}, 'OTHER': {'f1': 0.42857142857142855, 'support': 21}, 'LOCATION': {'f1': 0.7592592592592592, 'support': 47}, 'BUILDING': {'f1': 0.8, 'support': 6}, 'ART': {'f1': 0.8387096774193549, 'support': 15}, 'EVENT': {'f1': 0.6153846153846154, 'support': 8}, 'support': 224}","{'micro_f1': 0.6247191011235954, 'PERSON': {'f1': 0.7027027027027026, 'support': 56}, 'ORGANIZATION': {'f1': 0.6326530612244898, 'support': 54}, 'PRODUCT': {'f1': 0.4864864864864864, 'support': 16}, 'OTHER': {'f1': 0.42857142857142855, 'support': 21}, 'LOCATION': {'f1': 0.7238095238095238, 'support': 47}, 'BUILDING': {'f1': 0.5, 'support': 6}, ""'ORGANIZATION"": {'f1': 0.0, 'support': 2}, ""'OTHER"": {'f1': 0.0, 'support': 2}, 'ART': {'f1': 0.7692307692307692, 'support': 7}, ""'ART"": {'f1': 0.0, 'support': 8}, 'EVENT': {'f1': 0.6666666666666666, 'support': 8}, 'support': 227}",-7.721230814423154,0.06231558063298826,.
GPT2,discourse,0.5576314989047186,0.543577266100486,-2.520344139783628,"{'micro_f1': 0.7015706806282722, 'PERSON': {'f1': 0.8598130841121496, 'support': 53}, 'PRODUCT': {'f1': 0.5517241379310344, 'support': 14}, 'LOCATION': {'f1': 0.7254901960784313, 'support': 45}, 'BUILDING': {'f1': 0.6153846153846153, 'support': 7}, 'OTHER': {'f1': 0.48, 'support': 27}, 'ORGANIZATION': {'f1': 0.6440677966101694, 'support': 31}, 'EVENT': {'f1': 0.7777777777777777, 'support': 10}, 'ART': {'f1': 0.5, 'support': 2}, 'support': 189}","{'micro_f1': 0.6876640419947506, 'PERSON': {'f1': 0.8490566037735849, 'support': 53}, 'LOCATION': {'f1': 0.7254901960784313, 'support': 45}, 'PRODUCT': {'f1': 0.5517241379310344, 'support': 14}, 'BUILDING': {'f1': 0.36363636363636365, 'support': 7}, 'OTHER': {'f1': 0.48, 'support': 27}, 'ORGANIZATION': {'f1': 0.6333333333333333, 'support': 31}, 'EVENT': {'f1': 0.7777777777777777, 'support': 10}, 'ART': {'f1': 0.4, 'support': 2}, 'support': 189}",-1.9822149097034514,0.14412703481601533,ns
GPT2,typo_bias,0.5351717472414067,0.5250591637464703,-1.8895959188919527,"{'micro_f1': 0.6693069306930693, 'LOCATION': {'f1': 0.7596899224806201, 'support': 56}, 'EVENT': {'f1': 0.5806451612903226, 'support': 17}, 'PERSON': {'f1': 0.8468468468468469, 'support': 52}, 'BUILDING': {'f1': 0.4, 'support': 9}, 'ORGANIZATION': {'f1': 0.5523809523809524, 'support': 57}, 'PRODUCT': {'f1': 0.5714285714285715, 'support': 13}, 'ART': {'f1': 0.6666666666666666, 'support': 12}, 'OTHER': {'f1': 0.5161290322580646, 'support': 33}, 'support': 249}","{'micro_f1': 0.6706586826347305, 'LOCATION': {'f1': 0.75, 'support': 56}, 'EVENT': {'f1': 0.5333333333333333, 'support': 17}, 'PERSON': {'f1': 0.8363636363636363, 'support': 52}, 'BUILDING': {'f1': 0.4, 'support': 9}, 'ORGANIZATION': {'f1': 0.5660377358490565, 'support': 57}, 'PRODUCT': {'f1': 0.5714285714285715, 'support': 13}, 'ART': {'f1': 0.7272727272727272, 'support': 12}, 'OTHER': {'f1': 0.5483870967741935, 'support': 33}, 'support': 249}",0.2019629380292547,0.6001794871405538,ns
GPT2,compound_word,0.5505984523552382,0.5469830527070069,-0.6566309136478861,"{'micro_f1': 0.7125307125307125, 'LOCATION': {'f1': 0.7804878048780489, 'support': 58}, 'PRODUCT': {'f1': 0.5, 'support': 14}, 'OTHER': {'f1': 0.5263157894736842, 'support': 12}, 'ORGANIZATION': {'f1': 0.5833333333333333, 'support': 53}, 'PERSON': {'f1': 0.8666666666666666, 'support': 42}, 'BUILDING': {'f1': 0.5714285714285715, 'support': 8}, 'EVENT': {'f1': 0.8421052631578948, 'support': 10}, 'ART': {'f1': 0.6666666666666665, 'support': 10}, 'support': 207}","{'micro_f1': 0.7125307125307125, 'LOCATION': {'f1': 0.7768595041322315, 'support': 57}, 'PRODUCT': {'f1': 0.4827586206896552, 'support': 14}, 'OTHER': {'f1': 0.5263157894736842, 'support': 12}, 'ORGANIZATION': {'f1': 0.6041666666666666, 'support': 53}, 'PERSON': {'f1': 0.8666666666666666, 'support': 42}, 'BUILDING': {'f1': 0.5714285714285715, 'support': 8}, 'LOCATION-BASED': {'f1': 0.0, 'support': 1}, 'EVENT': {'f1': 0.8421052631578948, 'support': 10}, 'ART': {'f1': 0.6666666666666665, 'support': 10}, 'support': 207}",0.0,0.5929800980174267,ns
