key,side,num_constraints,num_satisfied,compliance_rate,strict_success,constraints_json
2449,modified,2,1,50.0,0,"[{""constraint_id"": ""punctuation:no_comma"", ""passed"": false}, {""constraint_id"": ""keywords:letter_frequency"", ""passed"": true}]"
1233,modified,2,1,50.0,0,"[{""constraint_id"": ""startend:end_checker"", ""passed"": true}, {""constraint_id"": ""keywords:frequency"", ""passed"": false}]"
332,modified,2,1,50.0,0,"[{""constraint_id"": ""combination:repeat_prompt"", ""passed"": false}, {""constraint_id"": ""length_constraints:number_words"", ""passed"": true}]"
2328,modified,1,0,0.0,0,"[{""constraint_id"": ""keywords:forbidden_words"", ""passed"": false}]"
3281,modified,2,1,50.0,0,"[{""constraint_id"": ""combination:two_responses"", ""passed"": false}, {""constraint_id"": ""punctuation:no_comma"", ""passed"": true}]"
2752,modified,1,0,0.0,0,"[{""constraint_id"": ""detectable_format:number_highlighted_sections"", ""passed"": false}]"
1825,modified,3,1,33.333333333333336,0,"[{""constraint_id"": ""punctuation:no_comma"", ""passed"": true}, {""constraint_id"": ""detectable_content:postscript"", ""passed"": false}, {""constraint_id"": ""keywords:existence"", ""passed"": false}]"
1658,modified,2,0,0.0,0,"[{""constraint_id"": ""startend:quotation"", ""passed"": false}, {""constraint_id"": ""keywords:existence"", ""passed"": false}]"
2439,modified,3,1,33.333333333333336,0,"[{""constraint_id"": ""punctuation:no_comma"", ""passed"": true}, {""constraint_id"": ""length_constraints:nth_paragraph_first_word"", ""passed"": false}, {""constraint_id"": ""detectable_content:number_placeholders"", ""passed"": false}]"
288,modified,1,1,100.0,1,"[{""constraint_id"": ""combination:repeat_prompt"", ""passed"": true}]"
1154,modified,1,0,0.0,0,"[{""constraint_id"": ""language:response_language"", ""passed"": false}]"
1619,modified,2,0,0.0,0,"[{""constraint_id"": ""detectable_content:postscript"", ""passed"": false}, {""constraint_id"": ""detectable_content:number_placeholders"", ""passed"": false}]"
2969,modified,1,0,0.0,0,"[{""constraint_id"": ""detectable_format:title"", ""passed"": false}]"
3256,modified,3,1,33.333333333333336,0,"[{""constraint_id"": ""length_constraints:number_sentences"", ""passed"": false}, {""constraint_id"": ""detectable_format:title"", ""passed"": false}, {""constraint_id"": ""punctuation:no_comma"", ""passed"": true}]"
2912,modified,2,1,50.0,0,"[{""constraint_id"": ""combination:two_responses"", ""passed"": false}, {""constraint_id"": ""keywords:letter_frequency"", ""passed"": true}]"
1287,modified,2,0,0.0,0,"[{""constraint_id"": ""detectable_format:number_bullet_lists"", ""passed"": false}, {""constraint_id"": ""change_case:english_lowercase"", ""passed"": false}]"
2751,modified,2,1,50.0,0,"[{""constraint_id"": ""length_constraints:number_words"", ""passed"": true}, {""constraint_id"": ""startend:quotation"", ""passed"": false}]"
1131,modified,1,0,0.0,0,"[{""constraint_id"": ""detectable_format:multiple_sections"", ""passed"": false}]"
1107,modified,2,1,50.0,0,"[{""constraint_id"": ""punctuation:no_comma"", ""passed"": true}, {""constraint_id"": ""combination:two_responses"", ""passed"": false}]"
3098,modified,3,0,0.0,0,"[{""constraint_id"": ""detectable_format:number_bullet_lists"", ""passed"": false}, {""constraint_id"": ""length_constraints:number_paragraphs"", ""passed"": false}, {""constraint_id"": ""change_case:capital_word_frequency"", ""passed"": false}]"
1342,modified,3,0,0.0,0,"[{""constraint_id"": ""keywords:frequency"", ""passed"": false}, {""constraint_id"": ""detectable_format:number_highlighted_sections"", ""passed"": false}, {""constraint_id"": ""length_constraints:number_paragraphs"", ""passed"": false}]"
2247,modified,1,0,0.0,0,"[{""constraint_id"": ""change_case:english_capital"", ""passed"": false}]"
3505,modified,2,2,100.0,1,"[{""constraint_id"": ""punctuation:no_comma"", ""passed"": true}, {""constraint_id"": ""combination:repeat_prompt"", ""passed"": true}]"
3680,modified,2,1,50.0,0,"[{""constraint_id"": ""keywords:frequency"", ""passed"": true}, {""constraint_id"": ""detectable_format:number_highlighted_sections"", ""passed"": false}]"
3456,modified,2,0,0.0,0,"[{""constraint_id"": ""detectable_format:number_highlighted_sections"", ""passed"": false}, {""constraint_id"": ""change_case:english_capital"", ""passed"": false}]"
1518,modified,1,1,100.0,1,"[{""constraint_id"": ""combination:repeat_prompt"", ""passed"": true}]"
1999,modified,1,0,0.0,0,"[{""constraint_id"": ""change_case:english_capital"", ""passed"": false}]"
2515,modified,1,0,0.0,0,"[{""constraint_id"": ""detectable_format:number_highlighted_sections"", ""passed"": false}]"
1130,modified,1,1,100.0,1,"[{""constraint_id"": ""keywords:letter_frequency"", ""passed"": true}]"
2396,modified,1,0,0.0,0,"[{""constraint_id"": ""detectable_content:postscript"", ""passed"": false}]"
3567,modified,1,0,0.0,0,"[{""constraint_id"": ""language:response_language"", ""passed"": false}]"
102,modified,1,0,0.0,0,"[{""constraint_id"": ""detectable_format:number_bullet_lists"", ""passed"": false}]"
1629,modified,1,0,0.0,0,"[{""constraint_id"": ""keywords:forbidden_words"", ""passed"": false}]"
1242,modified,2,0,0.0,0,"[{""constraint_id"": ""detectable_format:json_format"", ""passed"": false}, {""constraint_id"": ""keywords:forbidden_words"", ""passed"": false}]"
2265,modified,1,0,0.0,0,"[{""constraint_id"": ""keywords:letter_frequency"", ""passed"": false}]"
